번호,안전비상벨관리번호,설치목적,설치장소유형,설치위치,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,연계방식,경찰연계유무,경비업체연계유무,관리사무소연계유무,부가기능,안전비상벨설치연도,최종점검일자,최종점검결과구분,관리기관명,관리기관전화번호,데이터기준일자
488,1819,방범용,가로변,당거3리 입구 앞 강변 자전거도로,-,당거리 280-5,36.9881,127.0043,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
489,1822,방범용,가로변,삼궁원 슈퍼 앞 삼거리,신1리길 3,신리 103-2,37.0131,127.0008,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
490,1825,방범용,가로변,CU평택통복삼성점 앞,-,통복동 161-23,36.9928,127.0807,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
491,1829,방범용,가로변,명인빌라 앞,원평로31번길 24-4,평택동 145-6,36.9885,127.0839,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
492,1833,방범용,가로변,신대레포츠공원 진입로 사거리,-,신대동 548-25,36.9939,127.0673,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
493,1836,방범용,가로변,서정공영주차장 뒷편(시장 안쪽),서정역로 43-5,서정동 328-12,37.058,127.0554,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
494,1840,방범용,가로변,비스타빌 앞,송탄1로 54,신장동 226-3,37.0779,127.0543,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
495,1842,방범용,가로변,송탄팔팔퀵 앞,탄현로 267,신장동 238-1,37.0763,127.0552,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
496,1846,방범용,가로변,제이스음향 앞 삼거리,삼봉로 240,마산리 443-1,37.0868,127.0836,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
497,1849,방범용,가로변,하북마트 앞 사거리,서탄로 58,하북리 260-10,37.1038,127.0575,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
498,1853,방범용,가로변,청북읍 율북4길 4,율북4길 4,율북리 197-5,37.0666,126.9828,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
499,1856,방범용,가로변,라온빌 앞 사거리,안청로 406-4,옥길리 1133-1,36.9446,127.0531,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
500,1859,방범용,가로변,한산1리 표지석 사거리 건너편,-,한산리 711-8,37.0463,126.968,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
501,1864,방범용,가로변,사랑으로부영아파트1차~2차 사이길,-,옥길리 1109,37.0169,126.9138,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
502,1867,방범용,가로변,부흥빌라 뒷쪽 통복천 삼거리,통복시장로 54,통복동 58-6,37.0006,127.0867,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
503,8338,방범용,가로변,세인트캐슬 223동 앞 삼거리,안청로6길 98,옥길리 1289-24,37.015,126.9219,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
504,8342,방범용,가로변,솔가람어린이집 앞,옥길1길 295,옥길리 297-15,37.0245,126.9078,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
505,8345,방범용,가로변,아티움 미술원 앞,안청로4길 49-29,옥길리 246-10,37.0241,126.9213,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
506,8348,방범용,가로변,철든자원 앞,청북로 548,율북리 49-12,37.0686,126.9779,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
507,8351,방범용,가로변,토진교회 앞,토진3길 100,토진리 424-38,37.0324,126.963,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
508,8354,방범용,가로변,현곡4리버스정류장 옆,청북로 164,현곡리 14,37.0519,126.9479,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
509,6591,방범용,가로변,무봉산청소년수련원 주차장 입구 앞,진위로 181-81,동천리 544,37.1062,127.1015,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
510,6592,방범용,가로변,비닐하우스 입구 앞,-,마두리 17-2,37.1114,127.019,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
511,6593,방범용,가로변,"㈜존인피니티 앞, 서탄초등학교 내수분교",수월암3길 70,수월암리 1107,37.121,127.0164,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
512,6594,방범용,가로변,고덕복댕이 공인중개사사무소 앞,탄현1로 81,서정동 501-6,37.0673,127.0531,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
513,6595,방범용,가로변,송북 공인중개사사무소 건너편,지산2로 119,지산동 999,37.0821,127.0604,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
514,6596,방범용,가로변,두꺼비 섬 앞,지산로37번길 70,지산동 1007,37.082,127.0595,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
515,6597,방범용,가로변,수부동산 앞,탄현1로 159,신장동 261,37.0744,127.0535,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
516,6598,방범용,가로변,대흥기업 앞 삼거리,야막길 60,야막리 65-9,37.1228,127.0591,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
517,6599,방범용,가로변,아름드리원예 주변,-,동천리 530-84,37.1038,127.108,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
518,6600,방범용,가로변,마산3리 마을회관 앞,마산3길 18,마산리 182,37.0901,127.0958,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
519,6601,방범용,가로변,샘물교회 주변(소망유통 앞),오산로 9-17,야막리 19-16,37.1287,127.0662,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
520,6602,방범용,가로변,청암홈 평택영업소 입구 앞,내천길 69,수월암리 870-1,37.127,127.0202,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
521,6603,방범용,가로변,클라인즈 입구 앞,수월암길 15-16,수월암리 379,37.1216,127.034,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
522,6604,방범용,가로변,세창 프리스틱 삼거리,수월암4길 72,수월암리 579-1,37.1266,127.0295,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
523,6605,방범용,가로변,마을입구 삼거리,-,마두리 124-1,37.1084,127.0144,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
524,8552,방범용,가로변,마을뒷편 농수로 다리 옆,두정1길 89-48,두정리 64-1,36.9382,127.0367,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
525,8553,방범용,가로변,두정1리 마을회관 앞,두정1길 81-4,두정리 325,36.9392,127.0383,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
526,20268,방범용,가로변,힐탑빌라 앞,송탄2로47번길 13,서정동 45-1,37.0722,127.0514,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
527,20269,방범용,가로변,송탄역 3번 출구 나주곰탕 앞,송탄1로 26,신장동 242-3,37.0755,127.0546,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
528,20270,방범용,가로변,미니스톱 평택지산점 앞,송탄로361번길 39,지산동 830-45,37.0756,127.0559,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
529,20271,방범용,가로변,대성빌딩 출입구 앞(송탄터미널),지산로19번길 7,지산동 807-1,37.0795,127.0571,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
530,20272,방범용,가로변,희성상사 앞,탄현로 371,독곡동 398-46,37.0849,127.0584,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
531,6214,방범용,가로변,"평택예닮학교 앞, 대건 유치원",신장1로 41,신장동 338-21,37.0824,127.0535,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
532,20274,방범용,가로변,캐피탈호텔 앞,국제로 108,신장동 691-53,37.0775,127.0497,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
533,20275,방범용,가로변,평화의료기 앞,국제로 36-1,서정동 766,37.075,127.0432,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
534,20276,방범용,가로변,상아맨션 101동 앞,정암로54번길 35-5,이충동 473,37.0553,127.0584,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
535,20277,방범용,가로변,해돋이어린이집 옆,관동길 39,월곡동 397-14,37.0228,127.1312,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
536,20278,방범용,가로변,월곡마을회관 앞,월곡길 101,월곡동 160-8,37.0233,127.1392,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
537,20279,방범용,가로변,안중초교 후문 앞 삼거리,안중로99번길 5-12,안중리 246-29,36.9897,126.9266,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
538,20280,방범용,가로변,시립가곡어린이집 앞 (도로 2거리),가곡길 98,가곡리 320-7,37.118,127.0748,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
539,20281,방범용,가로변,해님달님어린이집 앞 (도로 2거리),근내길 34,두리 238,36.9708,127.0586,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
540,20282,방범용,가로변,동천1리종점 버스정류장 앞 (주택가 도로 삼거리),-,동천리 345-8,37.1122,127.1067,양방향,N,N,N,CCTV,2020,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
541,20284,방범용,가로변,소호어린이집 앞 버스정류장,대반3길 6,대반리 497-1,36.9848,126.95,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
542,551,방범용,가로변,경기엘림어린이집 정문 앞,강변로 150-7,대반리 371-3,36.9805,126.945,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
543,20286,방범용,가로변,초록별어린이집 앞 삼거리,운정길 18,방림리 1-11,36.9849,126.8905,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
544,20287,방범용,가로변,"시립현덕어린이집 정문 앞, 현덕초",인광3길 12-18,인광리 405-74,36.9661,126.922,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
545,3638,방범용,가로변,키즈키즈어린이집 입구 앞,남산로 67-1,신장동 590-8,37.0512,127.0254,양방향,N,N,N,CCTV,2017,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
546,8358,방범용,가로변,경기물류고교버스정류장 옆 삼거리(KT안중지사),안현로 398,안중리 445-15,36.9855,126.9304,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
547,8362,방범용,가로변,후사2리버스정류장 옆 삼거리(청북플라워),-,후사리 101-57,37.0365,126.9364,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
548,8366,방범용,가로변,주택 앞 사거리,-,후사리 144,37.0317,126.9338,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
549,8370,방범용,가로변,사랑공인중개사 앞 삼거리,비전1로 66,비전동 433-21,37.0015,127.0896,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
550,8373,방범용,가로변,하이팩시스템 앞 사거리,근내길 74,두리 180-2,36.9738,127.0562,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
551,8377,방범용,가로변,노아교회 입구 삼거리 전주 옆,노와1길 19,노와리 92-16,36.9566,127.0852,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
552,8380,방범용,가로변,마을 내 주택가 사거리,두정길 27,두정리 155-15,36.9462,127.0256,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
553,8383,방범용,가로변,마을 입구 횡단보도 옆,계양로 71,두정리 3-13,36.9416,127.0399,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
554,8387,방범용,가로변,신용석유 저장소 앞,두정3길 50,두정리 163-51,36.9494,127.0323,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
555,8390,방범용,가로변,파인하우스 입구 삼거리,계양로 236-7,본정리 4-35,36.9452,127.0221,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
556,8393,방범용,가로변,GS25 평택계양로점 앞 삼거미,계양로 348,본정리 269-6,36.9494,127.011,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
557,8396,방범용,가로변,금강철물 입구 앞,사거리길 55,송화리 264-6,36.9465,127.053,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
558,8399,방범용,가로변,신궁1리마을회관 앞 삼거리,신궁1길 24,신궁리 551-4,36.9779,127.0748,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
559,8402,방범용,가로변,팽성안정주공아파트 입구 사거리,안정순환로89번길 31,안정리 214-3,36.9568,127.0464,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
560,8405,방범용,가로변,대림상공 입구 사거리 전주 옆,평궁길 18,평궁리 337-7,36.9749,127.0781,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
561,8409,방범용,가로변,함정2리회관 옆,함정2길 2,함정리 156-28,36.9545,127.0117,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
562,8412,방범용,가로변,숲속아이원정어린이집 앞 삼거리,곡교길 40,도곡리 1050-47,36.9992,126.8483,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
563,8415,방범용,가로변,삼기기공생활관 뒷편 삼거리,불당길 99,도곡리 44-16,36.9891,126.8675,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
564,8421,방범용,가로변,오일뱅크 주유소 뒷편 원룸 앞,하만호길 82,만호리 378-3,36.9547,126.8597,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
565,8424,방범용,가로변,마을 입구 삼거리,-,만호리 433-9,36.9638,126.859,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
566,8427,방범용,가로변,한라아파트버스정류장 앞,-,만호리 산 54-2,36.9627,126.8511,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
567,8430,방범용,가로변,현대수출포장 앞,포승남로 419,방림리 308-1,36.9721,126.8843,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
568,8434,방범용,가로변,아가어린이집 앞 삼거리,곡교길 3,도곡리 1049-18,37.0002,126.8472,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
569,8440,방범용,가로변,쌍용마을입구버스정류장 앞,-,원정리 299-72,37.0008,126.8397,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
570,8443,방범용,가로변,원정1리마을진입로 삼거리(금호타이어 옆),신촌길 4,원정리 334-1,36.9971,126.8449,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
571,20364,방범용,가로변,덕동산근린공원 내 산책로 (공원 내),-,비전동 산84-14,36.9978,127.1004,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
572,20367,방범용,가로변,용이동2호근린공원 내,이화로 28,용이동 483,36.9997,127.1448,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
573,20368,방범용,가로변,세교공원 내,세교1로 36,세교동 556-1,37.0027,127.0833,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
574,4197,방범용,가로변,송탄초교 정문 주변 삼거리,막곡길 66,가재동 175-4,37.0413,127.0865,양방향,N,N,N,CCTV,2017,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
575,4200,방범용,가로변,리더스유치원 입구 앞,동령길 16,이충동 209,37.0613,127.0731,양방향,N,N,N,CCTV,2017,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
576,712,방범용,가로변,전원유치원 입구 앞 삼거리,오좌동길 47-50,독곡동 289-1,37.0858,127.0663,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
577,20373,방범용,가로변,송일초교 후문 건너편 현대모비스 앞,송탄로 205,서정동 907-1,37.0621,127.0581,양방향,N,N,N,CCTV,2022,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
578,20374,방범용,가로변,삼덕초교 정문 앞,청북중앙로 226,삼계리 529,37.0402,136.9123,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
579,20375,방범용,가로변,LPG 충전소 앞,-,안중읍 학현리 463-9 -> 지산동 454-9 이전,37.0783,127.0796,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
580,20376,방범용,가로변,홍원초교 후문 앞,외원길 54,홍원리 58-7,37.0143,126.8901,양방향,N,N,N,CCTV,2022,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
581,20377,방범용,가로변,파랑새유치원 정문 앞,삼정길 26,삼정리 289-4,36.9647,126.9516,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
582,4203,방범용,가로변,안중유치원 정문 앞,경성1길 27,안중리 148-7,36.9895,126.9397,양방향,N,N,N,CCTV,2017,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
583,561,방범용,가로변,하성공인중개사 앞,지제로 97,지제동 403-7,37.0576,127.0609,양방향,N,N,N,CCTV,2011,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
584,20291,방범용,가로변,맑고 향기로운 연꽃동산어린이집 주변,평택5로 203-5,비전동 263,36.9972,127.1016,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
585,20292,방범용,가로변,서정어린이집 앞,서정로 205,서정동 835-7,37.0664,127.0561,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
586,4184,방범용,가로변,안중이솝어린이집 앞,안중북로 16,학현리 448-7,36.9923,126.9265,양방향,N,N,N,CCTV,2017,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
587,20294,방범용,가로변,행복한아이유치원 앞,문화촌로11번길 19,비전동 867-1,36.9974,127.1137,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
588,20295,방범용,가로변,삼성유치원 정문 앞,금곡4길 42-3,금곡리 381,36.9969,126.9462,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
589,573,방범용,가로변,성육보육원 입구 앞,이충로13번길 110,이충동 660,37.058,127.0633,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
590,575,방범용,가로변,에바다학교 입구 앞,하북4길 129-16,하북리 94-4,37.1126,127.0651,양방향,N,N,N,CCTV,2015,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
591,20298,방범용,가로변,지장초교 뒷편 금일주택 앞 삼거리,지장로27번길 12,서정동 826-12,37.0685,127.058,양방향,N,N,N,CCTV,2015,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
592,20299,방범용,가로변,시립안정어린이집 앞,안정순환로186번길 4,안정리 41-316,36.9609,127.0445,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
593,1446,방범용,가로변,복실헤어샵 앞,통복시장1로40번길 3,통복동 55-3,37.0005,127.0885,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
594,1447,방범용,가로변,명성한의원 앞 (주택가 골목길 사거리),중앙1로56번길 26,비전동 630-1,36.9964,127.088,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
595,1448,방범용,가로변,청룡마을회관 앞 (골목길 삼거리),청룡길 65,청룡동 402,37.0197,127.124,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
596,1449,방범용,가로변,장미빌라 앞,비전로48번길 10,비전동 734-5,36.9947,127.0959,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
597,1450,방범용,가로변,채선당PLUS 평택용이점 뒷편 (상가 삼거리),서동대로 3891,용이동 468-6,36.9948,127.1394,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
598,1451,방범용,가로변,신흥지구 입구 (빌라 사거리),-,용이동 479-6,37.0007,127.1495,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
599,1452,방범용,가로변,"성혜몬테소리어린이집 삼거리, 신한중학교 통학로",신한1길 22,비전동 225-132,36.9922,127.1049,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
600,1453,방범용,가로변,세교7통 마을회관 앞 (EH로 2거리),경기대로664번길 33,세교동 435-163,37.0105,127.0748,양방향,N,N,N,CCTV,2021,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
601,1454,방범용,가로변,주택가 삼거리,신대1길 43-3,신대리 241-3,36.9489,127,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
602,1455,방범용,가로변,부락산문화공원 입구 근처,-,지산동 551-16,37.0749,127.071,양방향,N,N,N,CCTV,2015,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
603,1456,방범용,가로변,부락산문화공원 관리사무소 앞 갈림길 (도로 2거리),-,지산동 531,37.0735,127.0723,양방향,N,N,N,CCTV,2015,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
604,1457,방범용,가로변,부락산문화공원 중간 운동기구 주변,-,지산동 522,37.0725,127.0721,양방향,N,N,N,CCTV,2015,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
605,1459,방범용,가로변,부락산문화공원 위쪽 운동기구 주변,-,지산동 522,37.0717,127.0725,양방향,N,N,N,CCTV,2015,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
606,1460,방범용,가로변,부락산문화공원 산림체험안내소 주차장 입구 앞 (도로 2거리),지산로140번길 264,지산동 519-15,37.0715,127.0741,양방향,N,N,N,CCTV,2015,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
607,1462,방범용,가로변,부락산문화공원 산림체험안내소 앞 (도로 2거리),지산로140번길 264,지산동 519-15,37.0704,127.074,양방향,N,N,N,CCTV,2022,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
608,1467,방범용,가로변,시립청북어린이집 앞 삼거리,청북산단로 48-9,어연리 895-6,37.0504,126.9759,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
609,1470,방범용,가로변,율북2리 마을입구(내촌) 표지석 앞 (도로 2거리),-,율북리 754-2,37.0557,126.9768,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
610,1471,방범용,가로변,서한워너터보시스템즈 앞 삼거리,한산길 63,한산리 833,37.0531,126.969,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
611,1472,방범용,가로변,후쏘코리아㈜ 앞 사거리,한산길 39,한산리 837,37.0511,126.9702,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
612,1478,방범용,가로변,통복지하차도 내 (통복시장 방향),통복로 12-1,평택동 185-192,36.9934,127.0824,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
613,1626,방범용,가로변,금오적재함 앞 삼거리,방축길 71,방축리 92-1,37.0133,127.0482,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
614,1630,방범용,가로변,누리팜 앞 사거리,문곡길 89,문곡리 291-1,37.0632,127.0107,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
615,1633,방범용,가로변,원주민공인중개사사무소 앞,안재홍로 63,두릉리 166-1,37.0629,127.0224,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
616,1636,방범용,가로변,평택중부교회 앞 사거리,방축4길 58,방축리 529-2,37.0174,127.0418,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
617,1640,방범용,가로변,당현3리 마을입구,-,당현리 145-4,37.0718,127.0334,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
618,1644,방범용,가로변,부영실업 앞(방축리 재활용장),방축리 610-1,방축리 610-1,37.0135,127.033,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
619,4206,방범용,가로변,"두릉이주단지 진입로 사거리, 두릉어린이집",황구지마을길 1,두릉리 792-1,37.0633,127.026,양방향,N,N,N,CCTV,2017,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
620,4208,방범용,가로변,두릉이주단지 뒤쪽 진입로 삼거리,-,두릉리 798-11,37.0624,127.0296,양방향,N,N,N,CCTV,2017,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
621,4210,방범용,가로변,두릉이주단지 어린이공원 앞,-,두릉리 797-1,37.0637,127.0279,양방향,N,N,N,CCTV,2017,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
622,736,방범용,가로변,팽성남산리이주단지 팽성6호소공원,-,남산리 595,36.9546,127.0628,양방향,N,N,N,CCTV,2022,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
623,4212,방범용,가로변,팽성남산리이주단지 팽성7호소공원,-,남산리 564,36.9536,127.0642,양방향,N,N,N,CCTV,2017,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
