번호,안전비상벨관리번호,설치목적,설치장소유형,설치위치,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,연계방식,경찰연계유무,경비업체연계유무,관리사무소연계유무,부가기능,안전비상벨설치연도,최종점검일자,최종점검결과구분,관리기관명,관리기관전화번호,데이터기준일자
129,1437,방범용,가로변,동강병원진입로,,울산광역시 중구 태화동 123-13,35.552825,129.301666,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
130,1071,방범용,가로변,우성빌라앞,울산광역시 중구 내황16길9,울산광역시 중구 반구동 508,35.55192046,129.3473378,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
131,1070,방범용,가로변,반구사거리,,울산광역시 중구 반구동 799,35.5576429,129.3411714,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
132,1149,방범용,가로변,현대골든타워사거리,울산광역시 중구 병영6길35,울산광역시 중구 동동 470-7,35.57193408,129.3495695,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
133,1028,방범용,가로변,삼성아파트앞,울산광역시 중구 운곡7길88,울산광역시 중구 다운동 516-3,35.5584866,129.2753543,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
134,1374,방범용,가로변,불교진각종인근,울산광역시 중구 서원14길47,울산광역시 중구 학성동 327-1,35.5577029,129.3353315,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
135,3056,약자보호,가로변,울산유치원,울산광역시 중구 학성11길2,울산광역시 중구 복산동 500-4,35.56004984,129.3307818,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
136,3053,약자보호,가로변,함월초정문,울산광역시 중구 학성1길25,울산광역시 중구 복산동 504,35.55901093,129.3291914,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
137,3018,약자보호,가로변,내황초동천측,,울산광역시 중구 반구동 845-1,35.55234958,129.3494671,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
138,3006,약자보호,가로변,다운아파트102동후문강변도로앞,,울산광역시 중구 다운동 789-5,35.56557675,129.2681517,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
139,3032,약자보호,가로변,남외초 정문,,울산광역시 중구 남외동 502-2,35.56566792,129.349081,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
140,3029,약자보호,가로변,빛고을어린이집,울산광역시 중구 번영로631-8,울산광역시 중구 남외동 563-2,35.57253237,129.3512904,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
141,3028,약자보호,가로변,혜인특수학교,울산광역시 중구 곽남7길49,울산광역시 중구 남외동 21-2,35.57429669,129.339022,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
142,3024,약자보호,가로변,남외초후문공원,,울산광역시 중구 남외동 502-2,35.56566792,129.349081,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
143,3059,약자보호,가로변,함월초정문동측,,울산광역시 중구 학성동 432-44,35.55788439,129.3309758,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
144,3095,약자보호,가로변,우정초선경1차아파트방향,,울산광역시 중구 우정동 707,35.55922535,129.3073432,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
145,3084,약자보호,가로변,약사초중앙신협앞,,울산광역시 중구 약사동 707-2,35.56738565,129.3347949,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
146,3106,약자보호,가로변,재능유치원앞삼거리,울산광역시 중구 신기4길29,울산광역시 중구 태화동 482-7,35.54978247,129.2961483,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
147,3010,약자보호,가로변,명정초북서측,,울산광역시 중구 태화동 732-1,35.55298383,129.290162,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
148,3105,약자보호,가로변,예은유치원옆,,울산광역시 중구 유곡동 95-6,35.55906634,129.3051334,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
149,3094,약자보호,가로변,가나유치원,,울산광역시 중구 우정동 772-115,35.55762925,129.3106645,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
150,3058,약자보호,가로변,경남파크빌앞,,울산광역시 중구 복산동 604-10,35.55965373,129.322933,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
151,3085,약자보호,가로변,무룡초아파트입구,,울산광역시 중구 약사동 762,35.57012954,129.3346834,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
152,3083,약자보호,가로변,평산초,,울산광역시 중구 약사동 612-8,35.5691406,129.3379007,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
153,3075,약자보호,가로변,예빈유치원삼거리,울산광역시 중구 함월5길17,울산광역시 중구 성안동 862-9,35.57500664,129.3055391,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
154,3073,약자보호,가로변,백양초정문,울산광역시 중구 성안8길10-5,울산광역시 중구 다운동 312,35.57702742,129.320199,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
155,3042,약자보호,가로변,무지개어린이집건너편,,울산광역시 중구 서동 44-6,35.58111899,129.3448014,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
156,3041,약자보호,가로변,우현빌라앞,울산광역시 중구 병영성9안길2,울산광역시 중구 서동 193-2,35.57609856,129.3447759,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
157,3021,약자보호,가로변,학성초정문,울산광역시 중구 해오름1길15,울산광역시 중구 반구동 270-1,35.55959985,129.34263,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
158,3019,약자보호,가로변,내황초입구사거리,울산광역시 중구 내황2길 86,울산광역시 중구 반구동 390,35.55267571,129.3483283,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
159,3009,약자보호,가로변,다전초남측,,울산광역시 중구 다운동 686-1,35.56772226,129.2682479,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
160,3008,약자보호,가로변,다운초남동측,울산광역시 중구 다운7길20-1,울산광역시 중구 다운동 812-7,35.56085284,129.2673356,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
161,3031,약자보호,가로변,사거리,울산광역시 중구 남외1길56,울산광역시 중구 남외동 513-5,35.56704078,129.3504247,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
162,3097,약자보호,가로변,양사초정문,울산광역시 중구 장춘로95,울산광역시 중구 교동 281,35.55754205,129.3186818,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
163,3087,약자보호,가로변,약사초래미안306동앞공원사이,,울산광역시 중구 약사동 707-1,35.56705626,129.335249,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
164,3022,약자보호,가로변,학성초지수하이빌앞,울산광역시 중구 해오름길26,울산광역시 중구 반구동 440-1,35.55990578,129.3415228,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
165,3117,약자보호,가로변,옥성초,울산광역시 중구 옥교15길32,울산광역시 중구 학성동 188-24,35.5523421,129.3343916,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
166,3044,약자보호,가로변,외솔초에일린의뜰,,울산광역시 중구 장현동 191,35.58633622,129.3452151,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
167,3108,약자보호,가로변,태화초,,울산광역시 중구 유곡동 117-32,35.55712965,129.306145,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
168,3107,약자보호,가로변,울산초교육청가는길건널목,울산광역시 중구 종가5길10,울산광역시 중구 유곡동 264,35.56196618,129.3006759,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
169,3088,약자보호,가로변,무룡초삼성래미안401동건너편,,울산광역시 중구 약사동 862,35.57159092,129.3362847,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
170,1150,방범용,가로변,골드클래스아파트옆산책로,,울산광역시 중구 장현동 189,35.58687013,129.3446169,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
171,1262,방범용,가로변,장생경로당인근,울산광역시 중구 우정10길49,울산광역시 중구 우정동 478-2,35.56239646,129.3133208,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
172,1261,방범용,가로변,우정아이파크지하도내,,울산광역시 중구 우정동 702,35.56162275,129.308493,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
173,1310,방범용,가로변,옥골시장인근,울산광역시 중구 중앙시장길17-7,울산광역시 중구 옥교동 125-13,35.55523793,129.3229594,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
174,1179,방범용,가로변,복산1동주민센터,울산광역시 중구 북부순환도로610,울산광역시 중구 복산동 352-1,35.56307166,129.3270469,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
175,1090,방범용,가로변,광토빌리지,울산광역시 중구 구교12길15,울산광역시 중구 반구동 45-22,35.56376764,129.3410173,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
176,1151,방범용,가로변,주택가,울산광역시 중구 병영2길69,울산광역시 중구 동동 537-1,35.57604634,129.3473047,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
177,1128,방범용,가로변,백조탕앞사거리,울산광역시 중구 곽남8길31,울산광역시 중구 남외동 58-1,35.57287267,129.3418496,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
178,1127,방범용,가로변,신가네오리집,울산광역시 중구 병영4길6,울산광역시 중구 남외동 261-2,35.5707551,129.3466242,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
179,1222,방범용,가로변,울산 경찰청 앞,울산광역시 중구 성안로128,울산광역시 중구 성안동 515-6,35.57213561,129.3148525,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
180,1221,방범용,가로변,도로 앞,울산광역시 중구 성안1길77,울산광역시 중구 성안동 511-14,35.57438376,129.3205776,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
181,1220,방범용,가로변,도로 앞,울산광역시 중구 성안1길129,울산광역시 중구 성안동 484-6,35.57759226,129.32395,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
182,1219,방범용,가로변,도로 앞,울산광역시 중구 성안1길163,울산광역시 중구 성안동 409-4,35.57986785,129.3260945,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
183,1218,방범용,가로변,도로 앞,울산광역시 중구 함월1길350,울산광역시 중구 성안동 376-3,35.58203568,129.3231673,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
184,1217,방범용,가로변,도로 앞,울산광역시 중구 함월1길308,울산광역시 중구 성안동 372-9,35.58086255,129.3192416,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
185,1216,방범용,가로변,도로 앞,울산광역시 중구 함월1길204,울산광역시 중구 성안동 801-9,35.57752205,129.3095305,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
186,1215,방범용,가로변,도로 앞,울산광역시 중구 함월1길136,울산광역시 중구 성안동 859-2,35.57566254,129.3028618,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
187,1214,방범용,가로변,도로 앞,울산광역시 중구 함월1길104,울산광역시 중구 성안동 864-21,35.57405952,129.3044331,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
188,1213,방범용,가로변,도로 앞,울산광역시 중구 함월1길66,울산광역시 중구 성안동 868-7,35.57244136,129.3077634,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
189,1264,방범용,가로변,주택가골목,울산광역시 중구 당산4길107-4,울산광역시 중구 우정동 53,35.55534513,129.315737,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
190,1091,방범용,가로변,주민센터앞,울산광역시 중구 구교5길30,울산광역시 중구 반구동 45-4,35.56390951,129.340556,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
191,1152,방범용,가로변,외솔한옥도서관인근,울산광역시 중구 병영7길36,울산광역시 중구 동동 497-1,35.57478342,129.3480681,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
192,1289,방범용,가로변,주택앞삼거리,울산광역시 중구 향교1길8,울산광역시 중구 교동 182-17,35.56101148,129.3164053,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
193,1291,방범용,가로변,양사초후문진입로,,울산광역시 중구 교동 289-1,35.55772531,129.3193148,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
194,1290,방범용,가로변,향교주차장앞,울산광역시 중구 시원길116,울산광역시 중구 교동 244-7,35.56019808,129.3184331,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
195,1031,방범용,가로변,주택가삼거리아모르빌라인근,울산광역시 중구 난곡12길16,울산광역시 중구 태화동 931-4,35.55610715,129.2783017,양방향,Y,N,N,,2018,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
196,1030,방범용,가로변,대륜로얄맨션후문,,울산광역시 중구 태화동 186-8,35.55509999,129.3027032,양방향,Y,N,N,,2018,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
197,1029,방범용,가로변,태화시장내부산선지국앞,울산광역시 중구 화진길22,울산광역시 중구 태화동 36-20,35.55443598,129.3077344,양방향,Y,N,N,,2018,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
198,1263,방범용,가로변,불광사인근사거리,,울산광역시 중구 우정동 268-29,35.55695234,129.315228,양방향,Y,N,N,,2018,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
199,1223,방범용,가로변,함월놀이숲입구,,울산광역시 중구 성안동 산198-3,35.5781851,129.3071891,양방향,Y,N,N,,2018,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
200,1153,방범용,가로변,동문빌라인근,울산광역시 중구 병영10길40,울산광역시 중구 동동 234,35.57406236,129.3491288,양방향,Y,N,N,,2018,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
201,1375,방범용,가로변,사거리,울산광역시 중구 옥교10길14,울산광역시 중구 학성동 464-9,35.55461332,129.3337976,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
202,1336,방범용,가로변,매일유업대리점인근사거리,울산광역시 중구 난곡17길15,울산광역시 중구 태화동 295,35.55703117,129.283283,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
203,3076,약자보호,가로변,백양초상이군경회복지회관,,울산광역시 중구 성안동 495-1,35.57609737,129.3212785,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
204,3100,약자보호,가로변,양사초내고향족발국밥,,울산광역시 중구 성남동 68-6,35.55703303,129.3201618,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
205,3020,약자보호,가로변,내황초정남아파트5동옆,울산광역시 중구 내황3길70,울산광역시 중구 반구동 554-7,35.55233833,129.3473844,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
206,3043,약자보호,가로변,병영초,울산광역시 중구 병영14길13,울산광역시 중구 동동 509,35.57551938,129.3475513,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
207,3011,약자보호,가로변,다전초후문공원내,,울산광역시 중구 다운동 686-1,35.56772226,129.2682479,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
208,3030,약자보호,가로변,남외초남외중정문앞,,울산광역시 중구 남외동 502-1,35.56649983,129.3491332,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
209,3109,약자보호,가로변,편헤어앞,울산광역시 중구 오산9길4,울산광역시 중구 태화동 714-13,35.55281667,129.290798,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
210,3118,약자보호,가로변,울산초정문,,울산광역시 중구 유곡동 263,35.562033,129.2993652,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
211,3086,약자보호,가로변,평산초,울산광역시 중구 평산로36,울산광역시 중구 약사동 596-1,35.56984345,129.3384114,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
212,3110,약자보호,가로변,중부소방서앞,울산광역시 중구 종가5길30,울산광역시 중구 유곡동 206-1,35.562033,129.2993652,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
213,3046,약자보호,가로변,외솔초정문앞,울산광역시 중구 종가로700,울산광역시 중구 서동 621,35.58367236,129.3426444,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
214,3045,약자보호,가로변,병영초인근,울산광역시 중구 고복수길26,울산광역시 중구 서동 300,35.57415516,129.3441607,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
215,3012,약자보호,가로변,다운초인근,울산광역시 중구 다운8길15,울산광역시 중구 다운동 810-11,35.5623643,129.2671671,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
216,3077,약자보호,가로변,월드키즈유치원인근,울산광역시 중구 성안2길27,울산광역시 중구 성안동 513-10,35.57314843,129.3175085,양방향,Y,N,N,,2018,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
217,3050,약자보호,가로변,삼일초인근,,울산광역시 중구 서동 40,35.58217637,129.3455188,양방향,Y,N,N,,2018,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
218,3049,약자보호,가로변,리틀어린이집인근,울산광역시 중구 병영성7길42,울산광역시 중구 서동 63-16,35.57778949,129.3447102,양방향,Y,N,N,,2018,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
219,3062,약자보호,가로변,공동직장푸른들어린이집인근,울산광역시 중구 종가로451,울산광역시 중구 복산동 684,35.56746339,129.3255566,양방향,Y,N,N,,2018,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
220,3023,약자보호,가로변,내황유치원인근,울산광역시 중구 내황13길53,울산광역시 중구 반구동 395,35.55231275,129.348972,양방향,Y,N,N,,2018,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
221,3014,약자보호,가로변,다운초인근,울산광역시 중구 다운8길5,울산광역시 중구 다운동 811,35.56180152,129.2670076,양방향,Y,N,N,,2018,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
222,3048,약자보호,가로변,베니어린이집인근,울산광역시 중구 남외로88,울산광역시 중구 남외동 475-5,35.56824674,129.3459172,양방향,Y,N,N,,2018,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
223,3047,약자보호,가로변,국공립병영어린이집인근,울산광역시 중구 곽남3안길19,울산광역시 중구 남외동 301,35.57128264,129.344793,양방향,Y,N,N,,2018,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
224,4022,방범용,공원,린나이뒤,울산광역시 중구 태화로37,울산광역시 중구 태화동 938-9,35.55479486,129.280306,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
225,4034,방범용,공원,구교공원,,울산광역시 중구 반구동 38-3,35.5640929,129.3418098,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
226,4110,방범용,공원,학성공원내부진입로우측,,울산광역시 중구 학성동 64,35.55563772,129.3377798,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
227,4020,방범용,공원,난곡공원,,울산광역시 중구 태화동 834-11,35.55429351,129.2865598,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
228,4001,방범용,공원,다전생태공원다리옆,,울산광역시 중구 다운동 686-1,35.56772226,129.2682479,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
229,4114,방범용,공원,일원학성제2공원B,,울산광역시 중구 학성동 387,35.55927731,129.3354533,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
230,4113,방범용,공원,일원학성제2공원A,,울산광역시 중구 학성동 387,35.5592882,129.3343562,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
231,4098,방범용,공원,신기공원,,울산광역시 중구 태화동 453-10,35.5499966,129.2944815,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
232,4003,방범용,공원,명난공원,,울산광역시 중구 태화동 856,35.55580188,129.2830619,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
233,4002,방범용,공원,다사랑공원,,울산광역시 중구 태화동 929,35.55672521,129.279332,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
234,4045,방범용,공원,삼일공원,,울산광역시 중구 서동 60-8,35.57897737,129.3454368,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
235,4044,방범용,공원,서동공원,,울산광역시 중구 서동 69-1,35.57741723,129.3427858,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
236,4059,방범용,공원,계변공원,,울산광역시 중구 복산동 32-5,35.562293,129.335936,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
237,4053,방범용,공원,손골공원,,울산광역시 중구 복산동 354,35.56172483,129.3281184,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
238,1335,방범용,가로변,웰빙하우스중탕인근사거리,울산광역시 중구 화진2길13,울산광역시 중구 태화동 29-1,35.55579522,129.306334,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
239,1334,방범용,가로변,유일하이츠3차북동측사거리,울산광역시 중구 신기2길33,울산광역시 중구 태화동 454-1,35.54991672,129.2936078,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
240,1333,방범용,가로변,강변뜨란체빌라인근,울산광역시 중구 오산3길14,울산광역시 중구 태화동 770-8,35.55227587,129.2865104,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
241,1265,방범용,가로변,우정동주민센터인근사거리,울산광역시 중구 당산5길41,울산광역시 중구 우정동 282-18,35.55476247,129.3123925,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
242,1311,방범용,가로변,이안엑소디움인근번영교,울산광역시 중구 강북로124,울산광역시 중구 옥교동 82-1,35.5531499,129.3230251,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
243,1224,방범용,가로변,도로 앞,울산광역시 중구 함월로15,울산광역시 중구 성안동 807-1,35.57640044,129.3099001,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
244,1312,방범용,가로변,오거리,울산광역시 중구 도서관길22,울산광역시 중구 북정동 122-3,35.560814,129.320737,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
245,1095,방범용,가로변,아름빌인근사거리,울산광역시 중구 서원5길9,울산광역시 중구 반구동 98-5,35.5622358,129.336771,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
246,1092,방범용,가로변,중앙여고후문인근사거리,울산광역시 중구 반구로36,울산광역시 중구 반구동 594-1,35.554683,129.3450181,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
247,1093,방범용,가로변,도로 앞,울산광역시 중구 반구정6길66,울산광역시 중구 반구동 904,35.55915363,129.3457019,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
248,1094,방범용,가로변,리치메이트,울산광역시 중구 내황7길65,울산광역시 중구 반구동 797-7,35.55131485,129.3415948,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
249,1037,방범용,가로변,사거리,울산광역시 중구 구루미5길21,울산광역시 중구 다운동 596-1,35.559159,129.2690147,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
250,1036,방범용,가로변,도로 앞,울산광역시 중구 다운7길118,울산광역시 중구 다운동 802-8,35.56274551,129.2658161,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
251,1035,방범용,가로변,사거리,울산광역시 중구 다운19길50,울산광역시 중구 다운동 750-7,35.56680235,129.26548,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
252,1034,방범용,가로변,도로 앞,울산광역시 중구 다운17길1,울산광역시 중구 다운동 782-1,35.56421216,129.2657666,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
253,1033,방범용,가로변,GS편의점인근사거리,울산광역시 중구 구루미7길81,울산광역시 중구 다운동 576-1,35.55979457,129.2700087,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
254,1032,방범용,가로변,도로 앞,울산광역시 중구 운곡8길114,울산광역시 중구 다운동 502-1,35.561347,129.2701297,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
255,1155,방범용,가로변,삼거리,울산광역시 중구 곽남4길1,울산광역시 중구 남외동 397-14,35.57036948,129.3403132,양방향,Y,N,N,,2018,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
256,1154,방범용,가로변,도로 앞,울산광역시 중구 남외로85-9,울산광역시 중구 남외동 444-8,35.56746221,129.3450415,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
257,1377,방범용,가로변,삼거리대운슈퍼인근,울산광역시 중구 학성로230,울산광역시 중구 학성동 336-9,35.55625633,129.3359749,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
258,1376,방범용,가로변,도로 앞,울산광역시 중구 학성7길16,울산광역시 중구 학성동 400-12,35.55891534,129.3320277,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
259,1313,방범용,가로변,일광상사인근사거리,울산광역시 중구 구역전길31,울산광역시 중구 학산동 189-25,35.55800708,129.3280292,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
