시군명,관서명,지방청명,경찰서명,구분명,소재지우편번호,소재지지번주소,소재지도로명주소,WGS84위도,WGS84경도
안양시,갈산,경기남부청,안양동안,지구대,14106,경기도 안양시 동안구 호계동 1118-1번지,경기도 안양시 동안구 흥안대로223번길 30-1,37.37622516,126.9662001
안양시,인덕원,경기남부청,안양동안,지구대,13930,경기도 안양시 동안구 관양동 1730번지,경기도 안양시 동안구 동편로 190,37.40607676,126.9700822
안양시,호계,경기남부청,안양동안,파출소,14123,경기도 안양시 동안구 호계동 1006-9번지,경기도 안양시 동안구 경수대로508번길 17,37.36814057,126.9588437
안양시,평안,경기남부청,안양동안,파출소,14068,경기도 안양시 동안구 평촌동 896-5번지,경기도 안양시 동안구 관평로138번길 43,37.39036148,126.9644768
안양시,명학,경기남부청,안양만안,지구대,14033,경기도 안양시 만안구 안양동 441-1번지,경기도 안양시 만안구 안양로170번길 20,37.38952563,126.9304765
안양시,석수,경기남부청,안양만안,지구대,13958,경기도 안양시 만안구 안양동 42-17번지,경기도 안양시 만안구 경수대로 1161,37.41463769,126.9183656
양주시,덕계,경기북부청,양주,파출소,11442,경기도 양주시 덕계동 681-31번지,경기도 양주시 평화로 1427,37.81819796,127.0456757
양주시,백석,경기북부청,양주,파출소,11504,경기도 양주시 백석읍 오산리 36-5번지,경기도 양주시 백석읍 꿈나무로 142,37.7964202,126.9904608
양주시,남면,경기북부청,양주,파출소,11404,경기도 양주시 남면 신산리 285-183번지,경기도 양주시 남면 개나리길 50,37.89518738,126.9740956
양주시,은현,경기북부청,양주,파출소,11427,경기도 양주시 은현면 선암리 336-3번지,경기도 양주시 은현면 은현로55번길 6,37.87402619,127.0233175
양주시,회천,경기북부청,양주,지구대,11451,경기도 양주시 덕정동 206-3번지,경기도 양주시 회정로 133,37.83758505,127.0679528
양주시,광적,경기북부청,양주,파출소,11419,경기도 양주시 광적면 가납리 741-2번지,경기도 양주시 광적면 가래비길 54,37.82331288,126.9861062
양주시,장흥,경기북부청,양주,파출소,11520,경기도 양주시 장흥면 일영리 139-4번지,경기도 양주시 장흥면 호국로 179,37.71698542,126.9407748
양주시,주내,경기북부청,양주,파출소,11496,경기도 양주시 마전동 163-3번지,경기도 양주시 부흥로 1613,37.77906766,127.0512606
양주시,고읍,경기북부청,양주,파출소,11493,경기도 양주시 만송동 695-3번지,경기도 양주시 고읍로 83,37.79642215,127.0807578
양평군,양서,경기남부청,양평,파출소,12585,경기도 양평군 양서면 양수리 559-6번지,경기도 양평군 양서면 양수로152번길 6,37.54476264,127.3191853
양평군,서종,경기남부청,양평,파출소,12503,경기도 양평군 서종면 문호리 779-2번지,경기도 양평군 서종면 무내미길 45,37.60320683,127.3519561
양평군,용문,경기남부청,양평,파출소,12521,경기도 양평군 용문면 다문리 720-1번지,경기도 양평군 용문면 용문로 351,37.484059,127.5928018
양평군,청운,경기남부청,양평,파출소,12530,경기도 양평군 청운면 용두리 659-3번지,경기도 양평군 청운면 용두로 140,37.55410476,127.7087054
양평군,양동,경기남부청,양평,파출소,12539,경기도 양평군 양동면 쌍학리 228-5번지,경기도 양평군 양동면 학둔지아래길 72,37.42042498,127.752895
양평군,개군,경기남부청,양평,파출소,12568,경기도 양평군 개군면 하자포리 223-1번지,경기도 양평군 개군면 하자포길 25,37.42528766,127.5378643
양평군,양근,경기남부청,양평,파출소,12555,경기도 양평군 양평읍 양근리 280번지,경기도 양평군 양평읍 해오름길 11,37.48811147,127.4904838
양평군,옥천,경기남부청,양평,파출소,12507,경기도 양평군 옥천면 옥천리 746-2번지,경기도 양평군 옥천면 옥천길 27,37.51835634,127.4568706
양평군,단월,경기남부청,양평,파출소,12529,경기도 양평군 단월면 보룡리 92-1번지,경기도 양평군 단월면 재인동길 2-6,37.53285334,127.674293
양평군,지평,경기남부청,양평,파출소,12541,경기도 양평군 지평면 지평리 539번지,경기도 양평군 지평면 지평의병로 91,37.47524836,127.6361321
양평군,강하,경기남부청,양평,파출소,12574,경기도 양평군 강하면 운심리 34-4번지,경기도 양평군 강하면 운심길 46,37.49582745,127.4111286
양평군,강상,경기남부청,양평,파출소,12572,경기도 양평군 강상면 교평리 449-7번지,경기도 양평군 강상면 양평대교길 91,37.48216063,127.4849504
여주시,점동,경기남부청,여주,파출소,12667,경기도 여주시 점동면 청안리 128-2번지,경기도 여주시 점동면 청안로 118,37.20495236,127.6616674
여주시,능서,경기남부청,여주,파출소,12641,경기도 여주시 능서면 번도리 499-39번지,경기도 여주시 능서면 마장로 61,37.29915882,127.5720572
여주시,금사,경기남부청,여주,파출소,12604,경기도 여주시 금사면 이포리 198번지,경기도 여주시 금사면 이포로 41,37.39306676,127.5341458
여주시,가남,경기남부청,여주,파출소,12662,경기도 여주시 가남읍 태평리 176번지,경기도 여주시 가남읍 태평2길 23,37.20370377,127.545398
여주시,홍문,경기남부청,여주,지구대,12622,경기도 여주시 홍문동 15-2번지,경기도 여주시 세종로 2,37.29749626,127.6368044
여주시,대신,경기남부청,여주,파출소,12610,경기도 여주시 대신면 율촌리 283-2번지,경기도 여주시 대신면 여양로 1436,37.3750163,127.5883115
여주시,북내,경기남부청,여주,파출소,12613,경기도 여주시 북내면 당우리 161-1번지,경기도 여주시 북내면 여양2로 300,37.32932526,127.6797439
여주시,강천,경기남부청,여주,파출소,12616,경기도 여주시 강천면 간매리 313번지,경기도 여주시 강천면 강문로 566,37.27358639,127.7109939
여주시,산북,경기남부청,여주,파출소,12603,경기도 여주시 산북면 상품리 27-6번지,경기도 여주시 산북면 금품1로 2,37.40472833,127.4436248
여주시,흥천,경기남부청,여주,파출소,12607,경기도 여주시 흥천면 효지리 376-23번지,경기도 여주시 흥천면 효자로 144,37.33262551,127.5425324
연천군,군남,경기북부청,연천,파출소,11006,경기도 연천군 군남면 삼거리 400-16번지,경기도 연천군 군남면 군남로 413-6,38.08449969,127.0187026
연천군,백학,경기북부청,연천,파출소,11048,경기도 연천군 백학면 두일리 370번지,경기도 연천군 백학면 청정로 532-1,38.0296408,126.9178803
연천군,청산,경기북부청,연천,파출소,11023,경기도 연천군 청산면 초성리 187-7번지,경기도 연천군 청산면 평화로 229,37.9939583,127.0697527
연천군,왕징,경기북부청,연천,파출소,11044,경기도 연천군 왕징면 무등리 17-2번지,경기도 연천군 왕징면 왕산로28번길 3,38.05713982,127.0130339
연천군,신서,경기북부청,연천,파출소,11000,경기도 연천군 신서면 도신리 285-11번지,경기도 연천군 신서면 연신로 1153,38.18467917,127.1070558
연천군,연천,경기북부청,연천,파출소,11012,경기도 연천군 연천읍 차탄리 649번지,경기도 연천군 연천읍 문화로 67-1,38.0995583,127.077282
연천군,전곡,경기북부청,연천,파출소,11031,경기도 연천군 전곡읍 전곡리 328-40번지,경기도 연천군 전곡읍 선사로 410,38.0254521,127.0734714
오산시,중앙,경기남부청,화성동부,파출소,18137,경기도 오산시 오산동 903-3번지,경기도 오산시 역광장로 70,37.14666666,127.067919
오산시,궐동,경기남부청,화성동부,파출소,18115,경기도 오산시 궐동 13-7번지,경기도 오산시 오산로 371,37.1596427,127.0661176
오산시,오산,경기남부청,화성동부,지구대,18139,경기도 오산시 원동 813-13번지,경기도 오산시 운암로 11,37.14728373,127.0759226
오산시,세교,경기남부청,화성동부,파출소,18106,경기도 오산시 세교동 617-2번지,경기도 오산시 세마역로 5,37.18099817,127.0439736
용인시,포곡,경기남부청,용인동부,파출소,17028,경기도 용인시 처인구 포곡읍 삼계리 561-5번지,경기도 용인시 처인구 포곡읍 포곡로278번길 3,37.27929364,127.2320378
용인시,상현,경기남부청,용인서부,지구대,16859,경기도 용인시 수지구 상현동 197-3번지,경기도 용인시 수지구 심곡로 7,37.30609141,127.0754668
용인시,백암,경기남부청,용인동부,파출소,17178,경기도 용인시 처인구 백암면 백암리 459-3번지,경기도 용인시 처인구 백암면 백암로201번길 9,37.16442209,127.3738864
용인시,동부,경기남부청,용인동부,파출소,17154,경기도 용인시 처인구 마평동 858-5번지,경기도 용인시 처인구 경안천로 16,37.23455197,127.210649
용인시,보라,경기남부청,용인동부,파출소,17080,경기도 용인시 기흥구 보라동 609-2번지,경기도 용인시 기흥구 한보라1로 42-3,37.25129291,127.1087441
용인시,보정,경기남부청,용인서부,지구대,16900,경기도 용인시 기흥구 보정동 1255-3번지,경기도 용인시 기흥구 보정로 110,37.31940402,127.1157101
용인시,구성,경기남부청,용인서부,파출소,16919,경기도 용인시 기흥구 언남동 375-3번지,경기도 용인시 기흥구 구성로 68,37.29462484,127.1168234
용인시,중앙,경기남부청,용인동부,지구대,17049,경기도 용인시 처인구 김량장동 328-2번지,경기도 용인시 처인구 금령로 18,37.2345462,127.1981517
용인시,구갈,경기남부청,용인동부,지구대,16962,경기도 용인시 기흥구 신갈동 164-3번지,경기도 용인시 기흥구 관곡로 41,37.28317871,127.1105253
용인시,고매,경기남부청,용인동부,파출소,17102,경기도 용인시 기흥구 고매동 산80-2번지,경기도 용인시 기흥구 동탄기흥로 715,37.22316198,127.0989698
용인시,모현,경기남부청,용인동부,파출소,17035,경기도 용인시 처인구 모현읍 왕산리 805-1번지,경기도 용인시 처인구 모현읍 백옥대로 2372,37.3352029,127.249506
용인시,남사,경기남부청,용인동부,파출소,17118,경기도 용인시 처인구 남사면 봉무리 664-4번지,경기도 용인시 처인구 남사면 처인성로185번길 13,37.11370496,127.1499676
용인시,이동,경기남부청,용인동부,파출소,17136,경기도 용인시 처인구 이동읍 송전리 682-3번지,경기도 용인시 처인구 이동읍 경기동로 688,37.13961538,127.1964893
용인시,원삼,경기남부청,용인동부,파출소,17168,경기도 용인시 처인구 원삼면 고당리 71-6번지,경기도 용인시 처인구 원삼면 고당로15번길 1,37.16483616,127.3111441
용인시,동백,경기남부청,용인동부,파출소,17004,경기도 용인시 기흥구 중동 872-2번지,경기도 용인시 기흥구 동백6로 37,37.27743494,127.155382
용인시,상갈,경기남부청,용인동부,파출소,17064,경기도 용인시 기흥구 신갈동 68-2번지,경기도 용인시 기흥구 중부대로 380,37.27154767,127.1091671
용인시,흥덕,경기남부청,용인동부,파출소,16955,경기도 용인시 기흥구 흥덕2로 8번길 1,,37.27154767,127.1091671
용인시,수지,경기남부청,용인서부,지구대,16833,경기도 용인시 수지구 풍덕천동 77-1번지,경기도 용인시 수지구 풍덕천로190번길 18,37.32486757,127.1018859
용인시,양지,경기남부청,용인동부,파출소,17158,경기도 용인시 처인구 양지면 양지리 445-3번지,경기도 용인시 처인구 양지면 양지로 165,37.23424978,127.2867813
의왕시,의왕,경기남부청,의왕,지구대,16053,경기도 의왕시 오전동 839-8번지,경기도 의왕시 경수대로 352,37.35678183,126.9679817
의왕시,부곡,경기남부청,의왕,파출소,16082,경기도 의왕시 삼동 460-95번지,경기도 의왕시 한백이길 3,37.3222837,126.948897
의왕시,청계,경기남부청,의왕,파출소,16009,경기도 의왕시 청계동 992번지,경기도 의왕시 안양판교로 227,37.38942148,126.9963664
의왕시,내손,경기남부청,의왕,파출소,16039,경기도 의왕시 내손동 759번지,경기도 의왕시 갈미로 77,37.37866948,126.9757282
의정부시,호원,경기북부청,의정부,파출소,11714,경기도 의정부시 호원동 465-3번지,경기도 의정부시 평화로 159,37.70596546,127.0478451
의정부시,신곡,경기북부청,의정부,지구대,11698,경기도 의정부시 의정부동 368번지,경기도 의정부시 경의로 119,37.73331807,127.0491776
의정부시,송산,경기북부청,의정부,파출소,11809,경기도 의정부시 민락동 743-1번지,경기도 의정부시 용민로 119,37.7399079,127.0901265
의정부시,가능,경기북부청,의정부,지구대,11660,경기도 의정부시 가능동 238-6번지,경기도 의정부시 호국로 1171,37.74323363,127.0337649
의정부시,금오,경기북부청,의정부,지구대,11779,경기도 의정부시 신곡동 804-1번지,경기도 의정부시 추동로108번길 1,37.74754521,127.0662854
이천시,모가,경기남부청,이천,파출소,17408,경기도 이천시 모가면 진가리 114-26번지,경기도 이천시 모가면 진상미로 1303,37.17215063,127.4802718
이천시,신둔,경기남부청,이천,파출소,17303,경기도 이천시 신둔면 수광리 271-2번지,경기도 이천시 신둔면 경충대로 3162,37.30862895,127.4024102
이천시,아미,경기남부청,이천,파출소,17332,경기도 이천시 부발읍 아미리 1076번지,경기도 이천시 부발읍 경충대로 2154,37.25727342,127.4862867
이천시,증포,경기남부청,이천,파출소,17348,경기도 이천시 증포동 157-4번지,경기도 이천시 갈산로 19,37.28946353,127.4552098
이천시,창전,경기남부청,이천,지구대,17365,경기도 이천시 창전동 152-19번지,경기도 이천시 영창로 171,37.28165787,127.4415982
이천시,부발,경기남부청,이천,파출소,17324,경기도 이천시 부발읍 무촌리 195-3번지,경기도 이천시 부발읍 무촌로 167-5,37.28687923,127.4889005
이천시,대월,경기남부청,이천,파출소,17343,경기도 이천시 대월면 초지리 310-2번지,경기도 이천시 대월면 대월로803번길 64,37.22461289,127.4946527
이천시,호법,경기남부청,이천,파출소,17394,경기도 이천시 호법면 후안리 265-1번지,경기도 이천시 호법면 이섭대천로 547,37.2240864,127.4281605
이천시,백사,경기남부청,이천,파출소,17312,경기도 이천시 백사면 현방리 99-38번지,경기도 이천시 백사면 현방로 62,37.33846189,127.4911736
이천시,장호원,경기남부청,이천,파출소,17420,경기도 이천시 장호원읍 장호원리 99-4번지,경기도 이천시 장호원읍 장감로 70,37.11676682,127.6304452
이천시,율면,경기남부청,이천,파출소,17423,경기도 이천시 율면 고당리 247-12번지,경기도 이천시 율면 고당로 144,37.09541077,127.5468184
이천시,설성,경기남부청,이천,파출소,17411,경기도 이천시 설성면 금당리 126-5번지,경기도 이천시 설성면 설장로17번길 6-1,37.13262176,127.5211222
이천시,마장,경기남부청,이천,파출소,17387,경기도 이천시 마장면 오천리 59-12번지,경기도 이천시 마장면 오천로 101,37.24908022,127.3571914
파주시,문산,경기북부청,파주,파출소,10823,경기도 파주시 문산읍 문산리 31-3번지,경기도 파주시 문산읍 개포래로 50-4,37.85385848,126.7833105
파주시,운정2,경기북부청,파주,파출소,10893,경기도 파주시 목동동 657번지,경기도 파주시 해솔로 84,37.72811943,126.7461811
파주시,파평,경기북부청,파주,파출소,10801,경기도 파주시 파평면 금파리 303-1번지,경기도 파주시 파평면 청송로 198,37.92248409,126.8397222
파주시,적성,경기북부청,파주,파출소,10803,경기도 파주시 적성면 마지리 48-2번지,경기도 파주시 적성면 청송로 1003,37.95328737,126.916933
파주시,법원,경기북부청,파주,파출소,10826,경기도 파주시 법원읍 법원리 449-9번지,경기도 파주시 법원읍 사임당로905번길 40,37.84894458,126.879776
파주시,교하,경기북부청,파주,파출소,10867,경기도 파주시 교하동 산16-4번지,경기도 파주시 교하로 1431-2,37.75214817,126.7504894
파주시,운정1,경기북부청,파주,파출소,10902,경기도 파주시 동패동 1895번지,경기도 파주시 한울로 55-1,37.71151552,126.7383565
파주시,금촌,경기북부청,파주,지구대,10930,경기도 파주시 아동동 356-3번지,경기도 파주시 새꽃로 212,37.76566902,126.7758768
파주시,광탄,경기북부청,파주,파출소,10948,경기도 파주시 광탄면 신산리 221-12번지,경기도 파주시 광탄면 동거리길 25-7,37.7813914,126.8488076
파주시,탄현,경기북부청,파주,파출소,10858,경기도 파주시 탄현면 축현리 492-3번지,경기도 파주시 탄현면 방촌로 669,37.80383435,126.7183267
파주시,월롱,경기북부청,파주,파출소,10946,경기도 파주시 월롱면 위전리 430-5번지,경기도 파주시 월롱면 휴암로 3,37.79558166,126.7910106
파주시,조리,경기북부청,파주,파출소,10937,경기도 파주시 조리읍 봉일천리 160-72번지,경기도 파주시 조리읍 봉천로 55,37.74375715,126.8055108
파주시,파주,경기북부청,파주,파출소,10835,경기도 파주시 파주읍 파주리 431-1번지,경기도 파주시 파주읍 향교말길 26,37.83285966,126.8158152
평택시,서정,경기남부청,평택,지구대,17779,경기도 평택시 서정동 332-35번지,경기도 평택시 서정역로 34,36.99621958,127.1029187
평택시,평택,경기남부청,평택,지구대,17891,경기도 평택시 통복동 73-1번지,경기도 평택시 중앙1로 23,36.99621958,127.1029187
평택시,포승,경기남부청,평택,파출소,17965,경기도 평택시 포승읍 방림리 산73-4번지,경기도 평택시 포승읍 서동대로 1150,36.99621958,127.1029187
평택시,고덕,경기남부청,평택,파출소,17770,경기도 평택시 고덕면 좌교리 384-5번지,경기도 평택시 고덕면 고덕로 297,36.99621958,127.1029187
평택시,현덕,경기남부청,평택,파출소,17946,경기도 평택시 현덕면 도대리 17-107번지,경기도 평택시 현덕면 안현로 144,36.99621958,127.1029187
평택시,오성,경기남부청,평택,파출소,17819,경기도 평택시 오성면 숙성리 35-3번지,경기도 평택시 오성면 숙성시장길 71,36.99621958,127.1029187
평택시,신장,경기남부청,평택,파출소,17767,경기도 평택시 신장동 263-141번지,경기도 평택시 신서로 65,36.99621958,127.1029187
평택시,청북,경기남부청,평택,파출소,17812,경기도 평택시 청북읍 현곡리 291-7번지,경기도 평택시 청북읍 신포길 38,36.99621958,127.1029187
평택시,안중,경기남부청,평택,파출소,17937,경기도 평택시 안중읍 현화리 823-3번지,경기도 평택시 안중읍 현화중앙길 71,36.99621958,127.1029187
평택시,송탄,경기남부청,평택,파출소,17753,경기도 평택시 신장동 211-7번지,경기도 평택시 탄현로 331,36.99621958,127.1029187
평택시,비전,경기남부청,평택,파출소,17887,경기도 평택시 비전동 819-1번지,경기도 평택시 평택5로 189,36.99621958,127.1029187
평택시,서탄,경기남부청,평택,파출소,17704,경기도 평택시 서탄면 금암리 251-2번지,경기도 평택시 서탄면 서탄로 280,36.99621958,127.1029187
평택시,팽성,경기남부청,평택,파출소,17990,경기도 평택시 팽성읍 객사리 47-3번지,경기도 평택시 팽성읍 동서촌로 93,36.99621958,127.1029187
평택시,진위,경기남부청,평택,파출소,17714,경기도 평택시 진위면 하북리 143-1번지,경기도 평택시 진위면 경기대로 1856,36.99621958,127.1029187
평택시,만호,경기남부청,평택,파출소,17959,경기도 평택시 포승읍 만호리 578-8번지,경기도 평택시 포승읍 평택항로 170,36.99621958,127.1029187
포천시,화현,경기북부청,포천,파출소,11123,경기도 포천시 화현면 화현리 810-19번지,경기도 포천시 화현면 화동로 327,37.89697451,127.1029187
포천시,가산,경기북부청,포천,파출소,11164,경기도 포천시 가산면 마산리 425-1번지,경기도 포천시 가산면 가산로309번길 13,37.84625601,127.1846085
포천시,영북,경기북부청,포천,파출소,11105,경기도 포천시 영북면 운천리 505-2번지,경기도 포천시 영북면 운천로 4,38.09158486,127.273821
포천시,관인,경기북부청,포천,파출소,11101,경기도 포천시 관인면 탄동리 664-2번지,경기도 포천시 관인면 관인로 15,38.15724854,127.2504803
포천시,일동,경기북부청,포천,파출소,11120,경기도 포천시 일동면 기산리 285-6번지,경기도 포천시 일동면 화동로 1023,37.95507432,127.3156457
포천시,창수,경기북부청,포천,파출소,11134,경기도 포천시 창수면 주원리 249-2번지,경기도 포천시 창수면 메치골로 174,37.99090166,127.1892678
포천시,영중,경기북부청,포천,파출소,11129,경기도 포천시 영중면 양문리 847-7번지,경기도 포천시 영중면 양문로 109,38.00254365,127.2427636
포천시,신북,경기북부청,포천,파출소,11139,경기도 포천시 신북면 기지리 893-2번지,경기도 포천시 신북면 호국로 2059,37.9333312,127.226409
포천시,이동,경기북부청,포천,파출소,11111,경기도 포천시 이동면 장암리 219-2번지,경기도 포천시 이동면 화동로 2078,38.03309192,127.3663105
포천시,내촌,경기북부청,포천,파출소,11189,경기도 포천시 내촌면 내리 389-3번지,경기도 포천시 내촌면 내촌로 62,37.7854049,127.2272456
포천시,군내,경기북부청,포천,파출소,11152,경기도 포천시 군내면 구읍리 214-3번지,경기도 포천시 군내면 청군로 3280,37.88752541,127.2181312
포천시,소흘,경기북부청,포천,지구대,11175,경기도 포천시 소흘읍 송우리 726-75번지,경기도 포천시 소흘읍 태봉로 144,37.83045059,127.1402014
포천시,선단,경기북부청,포천,파출소,11160,경기도 포천시 선단동 834-2번지,경기도 포천시 송선로 279,37.8571152,127.1503072
포천시,포천,경기북부청,포천,파출소,11149,경기도 포천시 신읍동 106-22번지,경기도 포천시 원모루로1길 32,37.89255482,127.1960794
하남시,창우,경기남부청,하남,파출소,12954,경기도 하남시 창우동 520-3번지,경기도 하남시 대청로 114,37.53918453,127.2247294
하남시,서부,경기남부청,하남,파출소,12990,경기도 하남시 감북동 327번지,경기도 하남시 감북로 43,37.51606711,127.1620987
하남시,하남,경기남부청,하남,지구대,12962,경기도 하남시 천현동 194-14번지,경기도 하남시 신장로 66,37.5355709,127.2102253
하남시,덕풍,경기남부청,하남,지구대,12932,경기도 하남시 덕풍동 225-5,경기도 하남시 덕풍로81번길 13,37.5511504,127.2041688
하남시,미사,경기남부청,하남,파출소,12910,경기도 하남시 망월동 952-1번지,경기도 하남시 아리수로 567,37.56750868,127.1898943
화성시,매송,경기남부청,화성서부,파출소,18287,경기도 화성시 매송면 어천리 426-1번지,경기도 화성시 매송면 화성로 2249,37.2498456,126.9119
화성시,비봉,경기남부청,화성서부,파출소,18284,경기도 화성시 비봉면 양노리 255-3번지,경기도 화성시 비봉면 양노로 118,37.23682683,126.8742647
화성시,송산,경기남부청,화성서부,파출소,18550,경기도 화성시 송산면 사강리 638-1번지,경기도 화성시 송산면 송산포도로 98,37.21410185,126.7380864
화성시,우정,경기남부청,화성서부,파출소,18567,경기도 화성시 우정읍 조암리 265-3번지,경기도 화성시 우정읍 조암남로 31,37.08406217,126.8184696
화성시,발안,경기남부청,화성서부,파출소,18593,경기도 화성시 향남읍 평리 106-6번지,경기도 화성시 향남읍 3.1만세로 1096,37.13152644,126.9073828
화성시,동탄,경기남부청,화성동부,지구대,18460,경기도 화성시 석우동 59-1번지,경기도 화성시 노작로 226-1,37.20727427,127.0773097
화성시,마도,경기남부청,화성서부,파출소,18537,경기도 화성시 마도면 석교리 228-2번지,경기도 화성시 마도면 석교로 179,37.20618525,126.7743867
화성시,팔탄,경기남부청,화성서부,파출소,18527,경기도 화성시 팔탄면 구장리 529-5번지,경기도 화성시 팔탄면 서촌길 9,37.16038354,126.9032148
화성시,서신,경기남부청,화성서부,파출소,18555,경기도 화성시 서신면 매화리 351-3번지,경기도 화성시 서신면 매화1길 31,37.17010819,126.7055877
화성시,봉담,경기남부청,화성서부,파출소,18321,경기도 화성시 봉담읍 와우리 214-1번지,경기도 화성시 봉담읍 와우로15번길 17,37.21654688,126.9705137
화성시,남양,경기남부청,화성서부,파출소,18258,경기도 화성시 남양읍 남양리 651-8번지,경기도 화성시 남양읍 남양시장로 47,37.20893208,126.8146064
화성시,동탄2,경기남부청,화성동부,파출소,18472,경기도 화성시 영천동 668-1번지,경기도 화성시 동탄영천로 70,37.20893965,127.1037508
화성시,안용,경기남부청,화성동부,파출소,18362,경기도 화성시 안녕동 22번지,경기도 화성시 용주로32번길 4,37.20574741,127.0132793
화성시,정남,경기남부청,화성동부,파출소,18516,경기도 화성시 정남면 괘랑리 921-1번지,경기도 화성시 정남면 만년로 582,37.17293945,126.9839316
화성시,태안,경기남부청,화성동부,지구대,18390,경기도 화성시 진안동 525-30번지,경기도 화성시 떡전골로 112-2,37.20830292,127.0332528
화성시,양감,경기남부청,화성서부,파출소,18634,경기도 화성시 양감면 신왕리 678-5번지,경기도 화성시 양감면 은행나무로 263,37.08147914,126.9448172
평택시,비전,평택경찰서,비전동,경찰서,17896,경기도 평택시 비전동 619-2번지,경기도 평택시 중앙로 67,36.99486609,127.0909972
